#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName | gcmt_lat | gcmt_lon | gcmt_dep | gcmt_mag | gcmt magtype| M0(dyne_cm)
2003855|2005-01-18T21:20:30|-23.0111|179.0232|577.6|ISC|ISC|ISC|7462497|MW|5.8|HRVD|SOUTH OF FIJI ISLANDS|-22.88|179.27|590.2|5.8|Mw|6.25e24
1907367|2004-12-24T13:39:42|-20.4487|-178.6715|614.2|ISC|ISC|ISC|7451492|MW|5.7|HRVD|FIJI ISLANDS REGION|-20.21|-178.55|620.9|5.7|Mw|4.79e24
1880712|2004-12-19T20:13:35|-18.1388|-178.8991|564.1|ISC|ISC|ISC|7450046|MW|5.8|HRVD|FIJI ISLANDS REGION|-17.95|-178.72|586.9|5.8|Mw|6.37e24
1879244|2004-12-19T15:14:51|7.3606|123.8458|595.8|ISC|ISC|ISC|7449979|MW|5.7|HRVD|MINDANAO, PHILIPPINES|7.44|123.79|588.8|5.7|Mw|4.2e24
1864207|2004-12-17T07:13:09|-21.9508|-179.3575|592.2|ISC|ISC|ISC|7449322|MW|5.8|HRVD|FIJI ISLANDS REGION|-21.92|-179.15|607.4|5.8|Mw|5.68e24
1794941|2004-12-06T16:26:28|-18.5203|-178.0798|439.7|ISC|ISC|ISC|7446259|MW|6.1|HRVD|FIJI ISLANDS REGION|-18.84|-178.27|465.6|6.1|Mw|1.55e25
1894928|2004-11-23T21:04:56|-24.3776|179.0198|549.9|ISC|ISC|ISC|7440799|MW|5.8|HRVD|SOUTH OF FIJI ISLANDS|-24.26|179.11|569.4|5.8|Mw|7.26e24
1860822|2004-11-18T12:27:06|-21.0903|-179.0647|621.3|ISC|ISC|ISC|7438180|MW|5.7|HRVD|FIJI ISLANDS REGION|-20.92|-178.98|634.2|5.7|Mw|4.11e24
1857221|2004-11-17T21:09:09|-20.0526|-178.7163|592.2|ISC|ISC|ISC|8033671|MW|6.5|HRVD|FIJI ISLANDS REGION|-19.87|-178.40|629.4|6.5|Mw|7.21e25
1831773|2004-11-13T07:33:16|-26.7133|-63.3086|567.5|ISC|ISC|ISC|7435595|MW|5.8|HRVD|SANTIAGO DEL ESTERO PROV., ARG.|-26.83|-63.20|582.0|5.8|Mw|5.87e24
1825064|2004-11-12T06:36:15|-26.6664|-63.3346|561.1|ISC|ISC|ISC|7434937|MW|6.0|HRVD|SANTIAGO DEL ESTERO PROV., ARG.|-26.85|-63.18|583.1|6.0|Mw|1.37e25
1788937|2004-11-07T02:02:24|47.9611|144.4788|465.4|ISC|ISC|ISC|7431890|MW|6.1|HRVD|SEA OF OKHOTSK|47.93|144.52|493.0|6.1|Mw|1.81e25
1894431|2004-07-25T14:35:17|-2.4931|103.9746|581.9|ISC|ISC|ISC|7375830|MW|7.3|HRVD|SOUTHERN SUMATRA, INDONESIA|-2.68|104.38|600.5|7.3|Mw|1.02e27
1833055|2004-07-15T04:27:13|-17.7045|-178.7667|560.0|ISC|ISC|ISC|7371822|MW|7.1|HRVD|FIJI ISLANDS REGION|-17.68|-178.52|577.2|7.1|Mw|4.8e26
1757225|2004-07-01T16:20:58|-25.501|-179.3987|405.5|ISC|ISC|ISC|7366750|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-25.29|-179.25|408.2|5.6|Mw|3.54e24
1828292|2004-06-13T19:28:11|-17.9942|-178.5351|567.0|ISC|ISC|ISC|7356294|MW|5.7|HRVD|FIJI ISLANDS REGION|-17.99|-178.32|598.7|5.7|Mw|3.82e24
1785216|2004-06-06T09:38:05|-6.0511|113.1126|576.9|ISC|ISC|ISC|7353610|MW|5.8|HRVD|JAVA, INDONESIA|-6.10|113.15|600.6|5.8|Mw|7.31e24
1764785|2004-06-02T17:05:07|-23.7988|179.2392|536.8|ISC|ISC|ISC|7352262|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-23.72|179.47|560.4|5.5|Mw|2.55e24
1783233|2004-05-06T12:01:38|-4.5882|149.4339|571.0|ISC|ISC|ISC|7339735|MW|5.5|HRVD|BISMARCK SEA|-4.61|149.52|571.6|5.5|Mw|2.61e24
1846186|2004-04-17T12:40:15|-23.7214|179.9563|544.2|ISC|ISC|ISC|7331432|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-23.66|-179.92|550.9|5.6|Mw|2.68e24
1711457|2004-03-08T22:49:30|-20.8972|-178.952|586.6|ISC|ISC|ISC|7306338|MW|5.5|HRVD|FIJI ISLANDS REGION|-20.77|-179.01|616.4|5.5|Mw|2.48e24
1705277|2004-03-05T06:00:20|-20.7437|-178.7724|615.1|ISC|ISC|ISC|7303959|MW|5.5|HRVD|FIJI ISLANDS REGION|-20.80|-178.68|628.7|5.5|Mw|2.58e24
1703200|2004-02-04T05:18:43|-26.1088|-63.4234|551.9|ISC|ISC|ISC|7247444|MW|5.7|HRVD|SANTIAGO DEL ESTERO PROV., ARG.|-26.25|-63.37|568.7|5.7|Mw|4.94e24
1719192|2004-01-11T09:29:07|-20.2042|-179.1342|661.8|ISC|ISC|ISC|7231743|MW|6.0|HRVD|FIJI ISLANDS REGION|-20.21|-179.20|682.5|6.0|Mw|1.3e25
1691670|2003-12-26T08:18:32|-17.5019|-178.8233|548.5|ISC|ISC|ISC|7217911|MW|5.5|HRVD|FIJI ISLANDS REGION|-17.24|-178.70|573.5|5.5|Mw|2.2e24
1673950|2003-11-20T02:01:25|-24.3943|-179.7385|485.2|ISC|ISC|ISC|7187967|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-24.40|-179.54|490.2|5.6|Mw|2.74e24
1681115|2003-10-23T07:58:28|-23.8916|179.853|543.4|ISC|ISC|ISC|7164202|MW|5.7|HRVD|SOUTH OF FIJI ISLANDS|-23.84|179.98|551.3|5.7|Mw|4.76e24
1660728|2003-10-15T02:19:41|-17.8391|-178.6937|552.3|ISC|ISC|ISC|7158105|MW|5.9|HRVD|FIJI ISLANDS REGION|-17.84|-178.59|594.9|5.9|Mw|9.92e24
1648780|2003-10-11T19:46:06|-18.0483|-178.502|584.4|ISC|ISC|ISC|7155776|MW|5.7|HRVD|FIJI ISLANDS REGION|-17.97|-178.28|607.0|5.7|Mw|3.9e24
1616727|2003-10-04T14:49:03|-7.046|125.4509|547.9|ISC|ISC|ISC|7149906|MW|5.8|HRVD|BANDA SEA|-6.96|125.43|533.1|5.8|Mw|7.36e24
1670626|2003-08-31T23:07:59|43.3971|132.316|467.3|ISC|ISC|ISC|7074554|MW|6.1|HRVD|PRIMOR'YE, RUSSIA|43.38|132.37|493.0|6.1|Mw|1.75e25
1658230|2003-08-28T06:38:13|-7.3069|126.0649|434.2|ISC|ISC|ISC|7072050|MW|5.9|HRVD|BANDA SEA|-7.29|126.10|427.3|5.9|Mw|9.71e24
1593746|2003-08-14T18:23:06|-19.9299|-177.9453|568.0|ISC|ISC|ISC|7061809|MW|5.9|HRVD|FIJI ISLANDS REGION|-19.81|-177.65|588.8|5.9|Mw|9.12e24
1652283|2003-07-27T06:25:31|47.1047|139.2147|467.5|ISC|ISC|ISC|7008571|MW|6.7|HRVD|PRIMOR'YE, RUSSIA|46.99|139.23|477.2|6.7|Mw|1.46e26
1542753|2003-07-01T05:52:24|4.5867|122.6442|617.1|ISC|ISC|ISC|6989142|MW|6.0|HRVD|CELEBES SEA|4.69|122.67|604.6|6.0|Mw|1.09e25
1576919|2003-06-20T06:19:40|-7.6253|-71.7128|572.0|ISC|ISC|ISC|6941806|MW|7.0|HRVD|WESTERN BRAZIL|-7.37|-71.89|556.2|7.0|Mw|4.41e26
1584889|2003-05-26T23:13:31|6.7707|123.8067|586.9|ISC|ISC|ISC|6851110|MW|6.8|HRVD|MINDANAO, PHILIPPINES|6.90|123.85|579.7|6.8|Mw|2.27e26
1547900|2003-05-19T10:43:21|-18.1179|-178.6388|548.3|ISC|ISC|ISC|6844223|MW|5.9|HRVD|FIJI ISLANDS REGION|-18.02|-178.42|578.5|5.9|Mw|9.34e24
1494933|2003-05-01T04:02:05|-7.2474|122.679|577.8|ISC|ISC|ISC|6832261|MW|5.6|HRVD|FLORES SEA|-7.14|122.83|584.6|5.6|Mw|2.83e24
1573338|2003-04-27T22:57:44|-8.168|-71.5775|554.3|ISC|ISC|ISC|6701164|MW|5.9|HRVD|WESTERN BRAZIL|-8.20|-71.56|580.2|5.9|Mw|7.68e24
1500965|2003-04-02T21:31:37|-25.2119|179.9183|498.2|ISC|ISC|ISC|6685988|MW|5.7|HRVD|SOUTH OF FIJI ISLANDS|-25.11|179.93|490.3|5.7|Mw|4.24e24
1485333|2003-02-13T15:38:51|-22.2888|-179.6293|596.2|ISC|ISC|ISC|6586642|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-22.34|-179.33|607.0|5.5|Mw|2.51e24
1494457|2003-01-20T18:43:49|-20.5057|-178.243|557.3|ISC|ISC|ISC|6540574|MW|5.5|HRVD|FIJI ISLANDS REGION|-20.57|-177.97|561.0|5.5|Mw|2.64e24
1489985|2003-01-17T23:46:08|1.9314|122.6731|481.8|ISC|ISC|ISC|6538854|MW|5.8|HRVD|MINAHASSA PENINSULA, SULAWESI|2.01|122.77|459.9|5.8|Mw|6.05e24
1453387|2002-12-28T03:20:44|-18.2557|-178.5328|634.6|ISC|ISC|ISC|6265443|MW|5.8|HRVD|FIJI ISLANDS REGION|-18.00|-178.40|635.5|5.8|Mw|7.42e24
1449568|2002-12-25T08:54:25|-17.7709|-178.9035|569.0|ISC|ISC|ISC|6264030|MW|5.5|HRVD|FIJI ISLANDS REGION|-17.62|-178.77|584.6|5.5|Mw|1.95e24
1443426|2002-12-21T17:41:13|4.9842|123.2002|603.8|ISC|ISC|ISC|6261955|MW|5.7|HRVD|CELEBES SEA|5.13|123.38|574.3|5.7|Mw|3.77e24
1437247|2002-12-17T16:09:13|-7.066|125.3995|511.8|ISC|ISC|ISC|6259827|MW|5.6|HRVD|BANDA SEA|-6.96|125.79|512.3|5.6|Mw|3.38e24
1422670|2002-12-10T04:27:54|-24.1952|179.2548|531.4|ISC|ISC|ISC|6255700|MW|6.0|HRVD|SOUTH OF FIJI ISLANDS|-24.02|179.28|538.8|6.0|Mw|1.12e25
1401732|2002-12-03T20:13:54|-17.8331|-178.8163|566.0|ISC|ISC|ISC|6251983|MW|5.5|HRVD|FIJI ISLANDS REGION|-17.51|-178.69|584.1|5.5|Mw|2.53e24
1441973|2002-11-17T04:53:55|47.7708|145.9942|483.9|ISC|ISC|ISC|6144404|MW|7.3|HRVD|SEA OF OKHOTSK|nan|nan|nan|nan|nan|1.05e27
1437461|2002-11-14T11:05:20|-17.8574|-178.7761|551.9|ISC|ISC|ISC|6132838|MW|5.6|HRVD|FIJI ISLANDS REGION|-17.96|-178.57|568.8|5.6|Mw|2.86e24
1432914|2002-11-11T16:39:02|-23.3734|-179.9128|544.2|ISC|ISC|ISC|6130881|MW|5.7|HRVD|SOUTH OF FIJI ISLANDS|-23.25|-179.82|554.6|5.7|Mw|3.99e24
1412814|2002-11-05T08:47:26|48.9756|142.2963|604.9|ISC|ISC|ISC|6126031|MW|5.6|HRVD|SAKHALIN, RUSSIA|49.06|142.28|604.0|5.6|Mw|2.81e24
1449061|2002-10-22T11:39:04|-20.6722|-178.4125|555.4|ISC|ISC|ISC|3492027|MW|6.1|HRVD|FIJI ISLANDS REGION|-20.50|-178.30|560.5|6.1|Mw|1.85e25
1439449|2002-10-17T04:23:54|-19.8132|-178.3862|610.9|ISC|ISC|ISC|3492456|MW|6.1|HRVD|FIJI ISLANDS REGION|-19.80|-178.23|621.9|6.1|Mw|1.98e25
1432102|2002-10-12T20:09:09|-8.3159|-71.6696|516.4|ISC|ISC|ISC|3482135|MW|6.9|HRVD|WESTERN BRAZIL|-8.30|-71.66|539.4|6.9|Mw|2.39e26
1404671|2002-10-04T19:05:49|-20.9802|-178.9677|628.4|ISC|ISC|ISC|3483509|MW|6.3|HRVD|FIJI ISLANDS REGION|-20.86|-178.74|650.8|6.3|Mw|3.45e25
1382571|2002-09-15T08:39:31|44.763|130.042|574.3|ISC|ISC|ISC|3369179|MW|6.4|HRVD|E. RUSSIA-N.E. CHINA BORDER REG.|44.77|130.04|589.4|6.4|Mw|4.24e25
1362043|2002-09-08T13:15:56|-22.866|178.96|623.2|ISC|ISC|ISC|3367706|MW|5.9|HRVD|SOUTH OF FIJI ISLANDS|-22.82|179.16|630.1|5.9|Mw|8.28e24
1357842|2002-09-07T10:40:27|-24.886|179.899|508.5|ISC|ISC|ISC|3369124|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-24.80|179.91|503.0|5.5|Mw|1.97e24
1388787|2002-08-19T11:08:22|-23.868|178.454|649.9|ISC|ISC|ISC|3466220|MW|7.7|HRVD|SOUTH OF FIJI ISLANDS|-24.16|178.49|699.3|7.7|Mw|4.26e27
1388755|2002-08-19T11:01:02|-21.7|-179.464|587.7|ISC|ISC|ISC|4009018|MW|7.6|HRVD|FIJI ISLANDS REGION|-21.74|-179.08|630.9|7.6|Mw|3.46e27
1341973|2002-08-02T23:11:38|29.186|139.115|425.4|ISC|ISC|ISC|3234696|MW|6.2|HRVD|SOUTHEAST OF HONSHU, JAPAN|29.35|139.25|441.5|6.2|Mw|2.57e25
1410908|2002-07-28T19:01:19|-17.977|-178.31|575.7|ISC|ISC|ISC|3233395|MW|5.5|HRVD|FIJI ISLANDS REGION|-17.87|-178.23|607.2|5.5|Mw|2.33e24
1369933|2002-06-30T21:29:36|-22.237|179.239|626.5|ISC|ISC|ISC|3208891|MW|6.4|HRVD|SOUTH OF FIJI ISLANDS|-22.13|179.43|631.6|6.4|Mw|4.94e25
1362494|2002-06-28T17:19:30|43.763|130.665|568.0|ISC|ISC|ISC|3465321|MW|7.3|HRVD|E. RUSSIA-N.E. CHINA BORDER REG.|43.74|130.45|582.5|7.3|Mw|1.11e27
1327033|2002-06-16T06:55:13|-17.92|-178.65|571.2|ISC|ISC|ISC|3182856|MW|5.9|HRVD|FIJI ISLANDS REGION|-17.65|-178.50|588.1|5.9|Mw|8.4e24
1293514|2002-06-03T09:15:02|27.454|139.912|506.9|ISC|ISC|ISC|3165938|MW|5.8|HRVD|BONIN ISLANDS, JAPAN REGION|27.50|139.86|491.2|5.8|Mw|6.88e24
1296178|2002-05-04T07:00:48|-17.94|-178.703|562.0|ISC|ISC|ISC|3022205|MW|5.7|HRVD|FIJI ISLANDS REGION|-17.68|-178.64|580.3|5.7|Mw|4.71e24
1257572|2002-03-07T00:07:06|47.853|146.956|433.6|ISC|ISC|ISC|3364772|MW|5.6|HRVD|NORTHWEST OF KURIL ISLANDS|47.97|146.93|453.8|5.6|Mw|2.78e24
1312468|2002-01-31T16:27:18|-12.782|169.556|660.2|ISC|ISC|ISC|2789224|MW|5.7|HRVD|SANTA CRUZ ISLANDS REGION|-12.57|169.76|661.9|5.7|Mw|3.93e24
1293963|2002-01-25T03:28:12|-21.016|-178.72|588.5|ISC|ISC|ISC|2748990|MW|5.7|HRVD|FIJI ISLANDS REGION|-20.93|-178.49|586.6|5.7|Mw|4.58e24
1258248|2002-01-07T13:26:29|18.933|144.971|633.8|ISC|ISC|ISC|2682122|MW|5.9|HRVD|MARIANA ISLANDS|19.03|145.08|609.2|5.9|Mw|8.09e24
1251900|2002-01-05T18:22:43|-18.034|178.86|679.6|ISC|ISC|ISC|2678264|MW|5.5|HRVD|FIJI ISLANDS|-17.78|178.74|670.1|5.5|Mw|2.15e24
1246706|2002-01-04T08:44:20|-26.431|178.317|620.5|ISC|ISC|ISC|2545253|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-26.21|178.26|634.8|5.5|Mw|1.96e24
1240451|2002-01-02T14:50:32|-17.939|178.812|653.0|ISC|ISC|ISC|2545461|MW|6.2|HRVD|FIJI ISLANDS|-17.63|178.84|680.8|6.1|Mw|2.05e25
1149145|2001-11-05T23:07:10|-17.339|-179.156|551.6|ISC|ISC|ISC|2299219|MW|6.2|HRVD|FIJI ISLANDS REGION|-17.12|-178.96|579.7|6.2|Mw|2.71e25
1235408|2001-10-22T06:46:46|-21.012|-179.042|597.8|ISC|ISC|ISC|2332151|MW|5.6|HRVD|FIJI ISLANDS REGION|-20.94|-179.04|639.3|5.5|Mw|2.6e24
1185006|2001-10-10T16:18:49|-23.922|-179.877|520.8|ISC|ISC|ISC|2340360|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-23.65|-179.31|538.1|5.5|Mw|2.15e24
1200679|2001-09-26T21:31:12|-26.635|178.265|634.9|ISC|ISC|ISC|2120020|MW|5.8|HRVD|SOUTH OF FIJI ISLANDS|-26.48|179.34|623.1|5.8|Mw|6.96e24
1103281|2001-09-13T03:48:33|-21.19|-179.127|642.1|ISC|ISC|ISC|2083565|MW|5.5|HRVD|FIJI ISLANDS REGION|-21.06|-179.02|629.5|5.5|Mw|2.09e24
1097023|2001-09-12T08:48:37|-21.015|-179.06|610.6|ISC|ISC|ISC|2060517|MW|6.4|HRVD|FIJI ISLANDS REGION|-20.84|-178.90|634.1|6.4|Mw|5.72e25
1133121|2001-08-15T15:08:20|-22.681|179.296|587.6|ISC|ISC|ISC|2051682|MW|5.6|HRVD|SOUTH OF FIJI ISLANDS|-22.47|179.39|604.2|5.6|Mw|3.06e24
1180970|2001-07-23T01:02:28|-22.607|-179.676|598.5|ISC|ISC|ISC|2030085|MW|5.5|HRVD|SOUTH OF FIJI ISLANDS|-22.83|-179.52|610.9|5.5|Mw|2.36e24
1125195|2001-06-14T12:27:03|-22.047|-179.482|594.9|ISC|ISC|ISC|1884433|MW|5.7|HRVD|SOUTH OF FIJI ISLANDS|-21.99|-179.34|603.3|5.7|Mw|4.31e24
1179413|2001-05-23T15:35:22|-17.866|-178.626|557.4|ISC|ISC|ISC|1844130|MW|5.6|HRVD|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|3.13e24
1044622|2001-02-16T05:59:09|-7.138|117.487|526.6|ISC|ISC|ISC|1780632|MW|6.1|HRVD|BALI SEA|-7.11|117.62|537.9|6.0|Mw|1.49e25
975946|2001-02-07T15:16:15|52.707|153.841|432.1|ISC|ISC|ISC|1799989|MW|5.7|HRVD|NORTHWEST OF KURIL ISLANDS|52.73|153.97|434.2|5.7|Mw|4.14e24
1093324|2000-12-25T05:11:55|-21.175|-179.088|601.8|ISC|ISC|ISC|1743336|Mw|5.7|HRVD|FIJI ISLANDS REGION|-21.18|-179.14|660.2|5.6|Mw|3.54e24
1046189|2000-12-18T21:15:27|-21.072|-179.046|598.9|ISC|ISC|ISC|1743125|Mw|5.7|HRVD|FIJI ISLANDS REGION|-21.08|-178.98|654.9|5.6|Mw|3.66e24
1039338|2000-12-18T01:19:21|-21.154|-179.115|617.7|ISC|ISC|ISC|1743111|Mw|6.6|HRVD|FIJI ISLANDS REGION|-21.11|-178.98|655.7|6.5|Mw|7.62e25
1014940|2000-11-13T23:17:26|-21.238|-179.138|604.5|ISC|ISC|ISC|1838248|Mw|5.6|HRVD|FIJI ISLANDS REGION|-21.23|-178.90|638.2|5.6|Mw|3.2e24
1017636|2000-10-11T04:13:37|-20.796|-177.937|508.9|ISC|ISC|ISC|1740710|Mw|5.8|HRVD|FIJI ISLANDS REGION|-20.77|-177.73|495.6|5.8|Mw|6.36e24
934352|2000-09-02T17:02:17|-19.953|-179.084|650.3|ISC|ISC|ISC|1739602|Mw|6.0|HRVD|FIJI ISLANDS REGION|-19.90|-178.92|698.4|5.9|Mw|1.04e25
932438|2000-09-02T10:19:10|-17.847|-178.298|550.6|ISC|ISC|ISC|1739594|Mw|5.7|HRVD|FIJI ISLANDS REGION|-17.82|-178.30|620.9|5.7|Mw|4.67e24
1179530|2000-08-31T08:24:11|5.045|123.224|590.7|ISC|ISC|ISC|1739542|Mw|5.7|HRVD|MINDANAO, PHILIPPINES|5.05|1223.49|578.7|5.6|Mw|3.6e24
984711|2000-08-07T14:33:56|-6.979|123.425|666.1|ISC|ISC|ISC|1738836|Mw|6.5|HRVD|BANDA SEA|-6.95|123.53|648.3|6.5|Mw|6.03e25
974988|2000-08-06T07:27:14|28.795|139.598|416.9|ISC|ISC|ISC|1738788|Mw|7.4|HRVD|BONIN ISLANDS, JAPAN REGION|28.89|139.68|411.3|7.3|Mw|1.17e27
1022473|2000-06-27T11:37:07|-7.111|125.941|516.6|ISC|ISC|ISC|1736916|Mw|5.8|HRVD|BANDA SEA|-7.09|126.09|517.5|5.7|Mw|5.22e24
926544|2000-06-14T02:15:28|-25.626|178.058|631.2|ISC|ISC|ISC|1736478|Mw|6.4|HRVD|SOUTH OF FIJI ISLANDS|-25.45|178.38|615.4|6.4|Mw|5.32e25
906697|2000-06-09T23:31:46|30.453|137.745|494.0|ISC|ISC|ISC|1736340|Mw|6.2|HRVD|SOUTHEAST OF HONSHU, JAPAN|30.47|137.79|492.1|6.2|Mw|2.6e25
906466|2000-06-09T22:35:15|30.429|137.701|490.8|ISC|ISC|ISC|1736338|Mw|5.8|HRVD|SOUTHEAST OF HONSHU, JAPAN|30.41|137.96|484.7|5.7|Mw|5.24e24
947908|2000-05-20T09:59:35|-23.806|179.949|548.9|ISC|ISC|ISC|1735634|Mw|5.6|HRVD|SOUTH OF FIJI ISLANDS|-23.28|179.77|553.6|5.6|Mw|2.81e24
896522|2000-05-08T10:28:25|-4.457|150.017|503.4|ISC|ISC|ISC|1836996|Mw|6.1|HRVD|NEW BRITAIN REGION, P.N.G.|-4.38|150.14|496.3|6.1|Mw|1.61e25
883990|2000-05-04T20:36:29|-17.847|-178.491|480.3|ISC|ISC|ISC|1735124|Mw|6.5|HRVD|FIJI ISLANDS REGION|-17.72|-178.31|539.8|6.4|Mw|5.83e25
946834|2000-04-23T17:01:17|-28.332|-62.926|604.6|ISC|ISC|ISC|1734700|Mw|6.1|HRVD|SANTIAGO DEL ESTERO PROV., ARG.|-28.43|-62.96|610.4|6.1|Mw|1.5e25
945196|2000-04-23T09:27:23|-28.289|-62.944|603.6|ISC|ISC|ISC|2208257|Mw|7.0|HRVD|SANTIAGO DEL ESTERO PROV., ARG.|-28.41|-63.04|607.9|6.9|Mw|3.08e26
915837|2000-04-17T04:25:21|-22.22|-179.318|547.0|ISC|ISC|ISC|1734506|Mw|5.6|HRVD|SOUTH OF FIJI ISLANDS|-22.00|-179.22|559.8|5.5|Mw|2.59e24
872126|2000-04-01T12:13:23|-17.931|-178.704|558.9|ISC|ISC|ISC|1734114|Mw|5.6|HRVD|FIJI ISLANDS REGION|-17.62|-178.67|575.8|5.6|Mw|3.22e24
872072|2000-04-01T12:10:49|-17.903|-178.591|599.7|ISC|ISC|ISC|1793023|Mw|5.6|HRVD|FIJI ISLANDS REGION|-18.13|-178.34|606.6|5.5|Mw|2.45e24
920970|2000-03-18T23:22:51|-24.315|178.969|529.5|ISC|ISC|ISC|1733712|Mw|5.5|HRVD|SOUTH OF FIJI ISLANDS|-24.14|179.02|539.5|5.5|Mw|2.13e24
870490|2000-03-01T04:46:27|-19.157|-179.272|651.1|ISC|ISC|ISC|1733252|Mw|5.6|HRVD|FIJI ISLANDS REGION|-19.19|-179.20|687.7|5.6|Mw|3.24e24
870436|2000-03-01T04:21:01|-19.2|-179.274|679.4|ISC|ISC|ISC|1733248|Mw|5.8|HRVD|FIJI ISLANDS REGION|-19.04|-179.08|686.4|5.8|Mw|5.64e24
971416|2000-02-28T22:15:17|-17.53|-178.916|500.9|ISC|ISC|ISC|2308533|Mw|6.0|HRVD|FIJI ISLANDS REGION|-17.46|-178.81|562.6|5.9|Mw|9.98e24
909246|2000-02-15T02:05:03|17.622|145.448|555.8|ISC|ISC|ISC|1728690|Mw|5.9|HRVD|MARIANA ISLANDS|17.67|145.54|525.5|5.8|Mw|6.83e24
903611|2000-02-13T02:57:07|42.863|131.68|501.5|ISC|ISC|ISC|1728518|Mw|6.0|HRVD|E. RUSSIA-N.E. CHINA BORDER REG.|42.77|131.64|524.3|6.0|Mw|1.1e25
911902|2000-01-15T12:49:43|-21.127|-179.203|601.2|ISC|ISC|ISC|1726280|Mw|6.0|HRVD|FIJI ISLANDS REGION|-21.11|-179.10|650.7|6.0|Mw|1.18e25
907306|2000-01-13T20:07:12|-17.55|-178.714|501.6|ISC|ISC|ISC|1726114|Mw|6.2|HRVD|FIJI ISLANDS REGION|-17.38|-178.63|564.6|6.2|Mw|2.59e25
898880|2000-01-10T16:40:44|27.32|140.04|476.3|ISC|ISC|ISC|1725920|Mw|5.7|HRVD|BONIN ISLANDS, JAPAN REGION|27.33|140.29|454.4|5.7|Mw|3.88e24
874872|2000-01-02T12:14:38|-17.911|-178.431|566.1|ISC|ISC|ISC|1725319|Mw|5.5|HRVD|FIJI ISLANDS REGION|-17.74|-178.56|610.6|5.5|Mw|2.28e24
369471|1994-06-09T00:33:16|-13.8722|-67.5125|640.0|ISC|ISC|ISC|168418|mw|8.2|NEIC|NORTHERN BOLIVIA|-13.82|-67.25|647.1|8.2|Mw|2.63e28
