#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName | neic_lat | neic_lon | neic_dep | neic_mag | neic magtype| M0(dyne_cm)
10977880|2018-12-02T10:21:25|-18.1496|-178.2528|522.67|us|NEIC PDE|us|us1000i0e2|mb|5.0|us|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|7.74e23
10974984|2018-11-27T03:13:56|-22.1348|-178.8349|548.33|us|NEIC PDE|us|us1000hwx6|mb|5.0|us|SOUTH OF FIJI ISLANDS|-17.8924|-178.571|574.21|5.7|mww|1.09e24
10974966|2018-11-27T02:45:32|-17.8868|-178.5701|568.4|us|NEIC PDE|us|us1000hwwp|Mww|5.6|us|FIJI ISLANDS REGION|-17.8924|-178.571|574.21|5.7|mww|4.71e24
10972756|2018-11-18T20:25:45|-17.8972|-178.9|533.6|pt,at,us|NEIC PDE|us|us1000htm5,at00pieoqx,pt18322000|Mww|6.7|us|FIJI ISLANDS REGION|-17.8735|-178.9273|540|6.8|mww|1.72e26
10967590|2018-11-04T07:55:28|7.7518|123.8646|581.0|us|NEIC PDE|us|us2000i6mv|Mww|6.0|us|MINDANAO, PHILIPPINES|7.7599|123.867|600.71|6|mww|1.21e25
10966888|2018-11-02T11:01:15|47.8166|146.7181|431.95|us|NEIC PDE|us|us2000i5tk|Mww|5.9|us|NORTHWEST OF KURIL ISLANDS|47.8334|146.6972|433|6|mww|1.39e25
10958985|2018-10-13T11:10:22|52.8549|153.2429|461.0|pt,at,us|NEIC PDE|us|pt18286001,at00pgjb1a,us1000hbkz|Mww|6.7|us|NORTHWEST OF KURIL ISLANDS|52.8549|153.2429|461|6.7|mww|1.35e26
10955349|2018-10-04T04:16:21|-17.8372|-178.5215|590.03|us|NEIC PDE|us|us1000h6th|Mww|5.5|us|FIJI ISLANDS REGION|-17.8372|-178.5215|590.03|5.5|mww|3.12e24
10953779|2018-09-30T10:52:24|-18.3465|-178.0788|564.13|at,us,pt|NEIC PDE|us|pt18273000,at00pfv7ja,us1000h4l1|mww|6.7|us|FIJI ISLANDS REGION|-18.3604|-178.0633|550|6.7|mww|1.27e26
10952079|2018-09-26T00:37:33|-18.0181|-178.1053|568.67|us|NEIC PDE|us|us2000hk13|Mwb|5.8|us|FIJI ISLANDS REGION|-17.9807|-178.0855|582.37|5.8|mww|5.94e24
10950337|2018-09-21T03:40:40|-17.9071|-179.9776|652.35|us|NEIC PDE|us|us2000hhzn|Mww|5.9|us|FIJI ISLANDS REGION|-17.9071|-179.9776|652.35|5.9|mww|8.49e24
10949287|2018-09-18T12:38:35|-20.5219|-178.2224|516.46|us|NEIC PDE|us|us2000hgcm|Mww|5.5|us|FIJI ISLANDS REGION|-20.517|-178.1882|516.25|5.5|mww|2.73e24
10948555|2018-09-16T21:11:48|-25.421|178.2059|576.0|us|NEIC PDE|us|us2000hfjk|Mww|6.5|us|SOUTH OF FIJI ISLANDS|-25.415|178.1991|576|6.5|mww|6.45e25
10946009|2018-09-09T00:06:24|-24.9658|179.8707|489.11|us|NEIC PDE|us|us2000hb9n|Mww|5.5|us|SOUTH OF FIJI ISLANDS|-24.9658|179.8707|489.11|5.5|mww|2.74e24
10944928|2018-09-06T15:49:14|-18.4952|179.3555|617.87|at,pt,us|NEIC PDE|us|pt18249001,at00pen5a4,us2000h9e2|mww|7.9|us|FIJI ISLANDS|-18.4743|179.3502|670.81|7.9|mww|8.52e27
10944714|2018-09-06T05:13:38|-17.9948|-178.5178|528.61|us|NEIC PDE|us|us2000h94x|Mww|5.5|us|FIJI ISLANDS REGION|-17.9849|-178.5242|528.03|5.5|mww|2.72e24
10942801|2018-09-01T15:43:00|27.9557|139.913|435.0|at,us|NEIC PDE|us|at00pedvnp,us2000h6i8|Mww|5.6|us|BONIN ISLANDS, JAPAN REGION|27.9555|139.9127|435|5.6|mww|3.67e24
10941184|2018-08-28T13:09:11|-18.0299|-177.9387|600.62|us|NEIC PDE|us|us1000gimx|Mww|5.7|us|FIJI ISLANDS REGION|-18.0299|-177.9387|600.62|5.7|mww|4.19e24
10939656|2018-08-24T09:04:06|-11.0424|-70.8169|609.48|us|NEIC PDE|us|us1000ggj4|Mww|7.1|us|PERU-BRAZIL BORDER REGION|-11.0355|-70.8284|630|7.1|mww|5.43e26
10937989|2018-08-20T08:38:00|-18.2465|-178.1738|527.85|us|NEIC PDE|us|us1000gdt6|Mww|5.5|us|FIJI ISLANDS REGION|-18.1766|-178.1823|535.37|5.5|mww|2.98e24
10937540|2018-08-19T00:19:40|-18.1125|-178.1536|600.0|at,pt,us|NEIC PDE|us|pt18231000,at00pdom8q,us1000gcii|mww|8.2|us|FIJI ISLANDS REGION|-18.1125|-178.153|600|8.2|mww|2.52e28
10936816|2018-08-17T15:35:01|-7.4263|119.8341|529.0|us|NEIC PDE|us|us1000gbi4|Mww|6.5|us|FLORES SEA|-7.3718|119.8017|529|6.5|mww|7.32e25
10923774|2018-07-28T17:07:23|-7.1221|122.7474|577.48|us|NEIC PDE|us|us2000gg76|Mww|6.0|us|FLORES SEA|-7.1039|122.7263|578.16|6|mww|1.36e25
10915622|2018-07-20T10:24:57|-28.0684|-63.2543|587.8|us|NEIC PDE|us|us2000g9l7|Mww|5.6|us|SANTIAGO DEL ESTERO PROV., ARG.|-28.027|-63.2284|579|5.6|mww|3.16e24
10907822|2018-07-12T06:51:21|-23.337|-179.9115|541.3|us|NEIC PDE|us|us2000g2se|Mww|5.5|us|SOUTH OF FIJI ISLANDS|-23.337|-179.9115|541.3|5.5|mww|3.27e24
10801956|2018-05-10T18:02:28|6.8698|123.762|535.0|us|NEIC PDE|us|us1000e26e|Mww|5.9|us|MINDANAO, PHILIPPINES|6.8698|123.762|535|5.9|mww|8.32e24
10767119|2018-05-01T19:47:53|-18.0199|-177.9375|585.0|us|NEIC PDE|us|us1000dvii|Mww|5.9|us|FIJI ISLANDS REGION|-18.0199|-177.9375|585|5.9|mww|8.17e24
10764702|2018-04-24T21:57:00|-23.9432|179.8003|531.08|us|NEIC PDE|us|us1000drm0|Mww|5.5|us|SOUTH OF FIJI ISLANDS|-23.9432|179.8003|531.08|5.5|mww|3.01e24
10764045|2018-04-23T07:37:10|-6.3161|123.6231|638.26|us|NEIC PDE|us|us1000dqj3|Mww|5.4|us|BANDA SEA|-6.3107|123.6455|652.53|5.5|mww|2.01e24
10724451|2018-04-05T09:07:59|-18.3312|-177.8933|507.01|us|NEIC PDE|us|us2000duvm|Mww|5.8|us|FIJI ISLANDS REGION|-18.2946|-177.9138|511|5.8|mww|8.44e24
10723241|2018-04-02T13:40:34|-20.6588|-63.0058|559.0|us|NEIC PDE|us|us1000dce2|Mww|6.8|us|SOUTHERN BOLIVIA|-20.6588|-63.0058|559|6.8|mww|2.2e26
10720983|2018-03-25T14:28:35|-26.7926|-63.3697|577.24|us|NEIC PDE|us|us1000d8vi|Mww|5.6|us|SANTIAGO DEL ESTERO PROV., ARG.|-26.7926|-63.3697|577.24|5.6|mww|2.89e24
10683512|2018-03-09T16:23:23|-21.0006|-178.606|540.34|us|NEIC PDE|us|us1000d2bk|Mww|5.7|us|FIJI ISLANDS REGION|-21.0006|-178.606|540.34|5.7|mww|4.03e24
10642106|2018-02-11T16:38:14|-20.919|-179.1396|631.16|us|NEIC PDE|us|us2000d0k7|Mww|5.5|us|FIJI ISLANDS REGION|-20.919|-179.1396|631.16|5.5|mww|1.73e24
10641734|2018-02-09T23:59:24|-21.3996|-179.2817|604.22|us|NEIC PDE|us|us2000d004|Mww|5.6|us|FIJI ISLANDS REGION|-21.3996|-179.2817|604.22|5.6|mww|4.02e24
10641454|2018-02-09T11:43:56|-17.8875|-178.6641|545.18|us|NEIC PDE|us|us2000czgc|Mww|5.9|us|FIJI ISLANDS REGION|-17.8709|-178.6605|556.91|6|mww|1.23e25
10608532|2018-01-25T10:41:14|-17.7562|-179.6446|620.51|us|NEIC PDE|us|us2000cp7l|Mww|5.7|us|FIJI ISLANDS REGION|-17.7869|-179.6108|639.56|5.8|mww|7.79e24
10606101|2018-01-18T12:08:52|52.5662|152.9796|447.58|us|NEIC PDE|us|us2000ckqy|Mww|5.7|us|NORTHWEST OF KURIL ISLANDS|52.5167|153.0124|466.2|5.8|mww|6.26e24
10605462|2018-01-16T19:57:18|-19.4488|-179.2981|666.87|us|NEIC PDE|us|us2000ck3t|Mww|5.9|us|FIJI ISLANDS REGION|-19.4497|-179.2959|666.76|5.9|mww|9.82e24
10603718|2018-01-11T17:53:34|-23.953|179.9512|520.48|us|NEIC PDE|us|us2000ciek|Mww|5.5|us|SOUTH OF FIJI ISLANDS|-23.9514|179.9604|519.64|5.5|mww|2.14e24
10600157|2018-01-02T14:57:19|-24.8235|178.45|579.49|us|NEIC PDE|us|us1000bz0y|Mww|5.9|us|SOUTH OF FIJI ISLANDS|-24.8235|178.45|579.49|5.9|mww|1.12e25
10486346|2017-11-14T10:50:05|-18.1544|-177.9864|603.53|us|NEIC PDE|us|us2000bn70|Mww|5.5|us|FIJI ISLANDS REGION|-18.1454|-178.0058|596.92|5.5|mww|2.04e24
10453182|2017-11-08T07:35:11|-21.8611|-179.4282|582.59|us|NEIC PDE|us|us2000bk9d|Mww|5.7|us|FIJI ISLANDS REGION|-21.8761|-179.3832|593.71|5.7|mww|4.46e24
10452819|2017-11-07T09:01:39|-17.6795|-178.5379|554.72|us|NEIC PDE|us|us2000bjrq|Mww|5.7|us|FIJI ISLANDS REGION|-17.6808|-178.5471|548|5.7|mww|5.82e24
10452239|2017-11-05T01:35:28|-18.6496|-177.7449|482.88|us|NEIC PDE|us|us2000biq7|Mww|5.5|us|FIJI ISLANDS REGION|-18.6496|-177.7449|482.88|5.5|mww|2.4e24
10447967|2017-10-24T10:47:47|-7.2364|123.0401|549.19|us|NEIC PDE|us|us1000aw8q|Mww|6.7|us|BANDA SEA|-7.2168|123.0735|553.81|6.7|mww|1.52e26
10406906|2017-09-20T23:59:24|-6.1113|113.024|588.0|us|NEIC PDE|us|us2000as7r|Mww|5.7|us|JAVA, INDONESIA|-6.1113|113.024|588|5.7|mww|4.77e24
10401792|2017-09-07T17:26:49|27.7829|139.8041|451.0|us|NEIC PDE|us|us2000ahlq|Mww|6.1|us|BONIN ISLANDS, JAPAN REGION|27.7829|139.8041|451|6.1|mww|1.42e25
10394345|2017-08-19T02:00:52|-17.9609|-178.8406|544.0|us|NEIC PDE|us|us2000a9n1|Mww|6.4|us|FIJI ISLANDS REGION|-17.9609|-178.8406|544|6.4|mww|6.7e25
10274708|2017-07-12T19:48:07|40.8548|131.6565|545.0|us|NEIC PDE|us|us20009vsi|Mww|5.9|us|SEA OF JAPAN|40.8551|131.6637|545|5.9|mww|9.53e24
10269872|2017-06-29T07:03:12|-31.106|179.9269|414.61|us|NEIC PDE|us|us1000954z|Mww|6.0|us|KERMADEC ISLANDS REGION|-31.1253|179.9257|404.82|6|mww|1.46e25
10227651|2017-06-17T22:26:01|-24.0934|179.6059|511.0|us|NEIC PDE|us|us20009nc2|Mww|6.1|us|SOUTH OF FIJI ISLANDS|-24.0927|179.6041|511|6.1|mww|1.69e25
10159151|2017-05-20T01:06:14|9.3849|123.9583|533.0|us|NEIC PDE|us|us10008tp0|Mww|6.0|us|NEGROS, PHILIPPINES|9.3818|123.9537|533|6|mww|1.18e25
10087356|2017-04-18T17:11:47|-18.0851|-178.3718|628.0|us|NEIC PDE|us|us10008iph|Mww|6.0|us|FIJI ISLANDS REGION|-18.0877|-178.369|628|6|mww|1.77e25
10049656|2017-04-13T17:05:55|-18.2279|-178.1683|502.06|us|NEIC PDE|us|us10008hbv|Mww|5.8|us|FIJI ISLANDS REGION|-18.2279|-178.1683|502.06|5.8|mww|5.72e24
10003813|2017-02-24T23:46:45|-17.9678|-178.4533|581.4|us|NEIC PDE|us|us20008man|Mww|5.9|us|FIJI ISLANDS REGION|-17.9547|-178.4384|581.62|5.9|mww|9.6e24
10003583|2017-02-24T17:28:44|-23.2601|-178.8033|414.89|at,us,pt|NEIC PDE|us|pt17055051,at00olw37x,us20008m3t|mww|6.9|us|SOUTH OF FIJI ISLANDS|-23.2593|-178.8036|414.5|6.9|mww|3.32e26
10001810|2017-02-21T14:09:04|-19.2814|-63.9047|595.98|us|NEIC PDE|us|us20008l41|Mww|6.5|us|SOUTHERN BOLIVIA|-19.2814|-63.9047|595.98|6.5|mww|7.01e25
9953968|2017-01-10T06:13:47|4.4634|122.575|612.71|at,us|NEIC PDE|us|at00ojjvz0,us10007s9c|Mww|7.3|us|CELEBES SEA|4.4782|122.6171|627.17|7.3|mww|1e27
9951393|2017-01-02T13:14:02|-23.2513|179.2383|551.62|us|NEIC PDE|us|us10007p7m|Mww|6.3|us|SOUTH OF FIJI ISLANDS|-23.2513|179.2383|551.62|6.3|mww|3.75e25
9946953|2016-12-18T13:30:11|-9.9661|-70.9698|622.53|us|NEIC PDE|us|us200082an|Mww|6.4|us|PERU-BRAZIL BORDER REGION|-9.9738|-70.9698|612|6.4|mww|5.64e25
5199736|2016-12-05T01:13:04|-7.3158|123.3802|526.0|us|NEIC PDE|us|us10007ev8|Mww|6.3|us|BANDA SEA|-7.3158|123.3802|526|6.3|mww|3.32e25
5198598|2016-11-23T09:59:56|27.1549|140.0256|477.19|us|NEIC PDE|us|us10007br5|mb|5.7||BONIN ISLANDS, JAPAN REGION|27.1773|140.025|481|5.8|mww|6.68e24
5197662|2016-11-12T16:15:51|-24.9651|178.6596|564.95|us|NEIC PDE|us|us1000774l|mb|5.5|us|SOUTH OF FIJI ISLANDS|-24.966|178.7853|548|5.9|mww|8.26e24
5197496|2016-11-10T17:35:38|-20.4275|-178.223|543.92|us|NEIC PDE|us|us100076pv|mww|5.6||FIJI ISLANDS REGION|-20.4275|-178.223|543.92|5.6|mww|3.27e24
5197427|2016-11-09T14:50:59|-4.7403|149.8713|448.76|us|NEIC PDE|us|us100076hl|mww|5.9||BISMARCK SEA|-4.7403|149.8713|448.76|5.9|mww|1.05e25
5196517|2016-10-28T20:02:48|39.3134|13.536|448.48|us,gcmt|NEIC PDE|us|us100072su,gcmt20161028200248|Mww|5.8|us|TYRRHENIAN SEA|39.3881|13.5205|457.86|5.8|mww|6.81e24
5195921|2016-10-19T00:26:01|-4.8626|108.1627|614.0|us,gcmt|NEIC PDE|us|us20007f7j,gcmt20161019002601|mww|6.6|us|JAVA SEA|-4.8626|108.1627|614|6.6|mww|1.03e26
5195908|2016-10-18T16:36:41|-23.3265|-179.843|540.0|us,gcmt|NEIC PDE|us|us20007f3s,gcmt20161018163641|Mww|5.9|us|SOUTH OF FIJI ISLANDS|-23.3265|-179.843|540|5.9|mww|1.05e25
5195705|2016-10-15T08:03:38|-4.2701|150.3605|442.0|us,gcmt|NEIC PDE|us|us20007ebu,gcmt20161015080338|Mww|6.3|us|NEW BRITAIN REGION, P.N.G.|-4.2735|150.3606|442|6.3|mww|3.86e25
9376197|2016-09-24T21:28:41|-19.7819|-178.2443|596.4|at,us,gcmt|NEIC PDE|us|at00oe12bt,us10006scr,gcmt20160924212841|Mww|6.9|us|FIJI ISLANDS REGION|-19.7819|-178.2443|596.4|6.9|mww|2.99e26
5191914|2016-08-31T03:11:36|-3.6914|152.7879|499.06|us,pt,gcmt|NEIC PDE||gcmt20160831031136,pt16244050,us10006iy0|mwp|6.7|us,pt,gcmt|NEW IRELAND REGION, P.N.G.|-3.6849|152.7915|476|6.8|mww|1.84e26
5191455|2016-08-25T17:04:43|30.6151|137.8462|456.0|us,gcmt|NEIC PDE||us20006ty8,gcmt20160825170443|mww|5.9|us,gcmt|SOUTHEAST OF HONSHU, JAPAN|30.6141|137.8537|456|5.9|mww|9.18e24
5191265|2016-08-23T19:39:44|-7.2805|122.4255|532.4|us,gcmt|NEIC PDE||us10006g2n,gcmt20160823193944|mww|6.0|us,gcmt|FLORES SEA|-7.2872|122.4345|533|6|mww|1.55e25
5191146|2016-08-22T09:33:08|29.8965|139.1312|404.41|us,gcmt|NEIC PDE||gcmt20160822093308,us10006fq7|mb|5.6|us,gcmt|SOUTHEAST OF HONSHU, JAPAN|nan|nan|nan|nan|nan|3.01e24
5189735|2016-08-04T16:24:33|24.9447|142.0141|510.0|us,gcmt|NEIC PDE||gcmt20160804162434,us10006a2k|mww|6.3|us,gcmt|VOLCANO ISLANDS, JAPAN REGION|24.9447|142.0141|510|6.3|mww|3.18e25
5188655|2016-07-23T01:00:20|47.6981|146.9212|408.0|us,gcmt|NEIC PDE||gcmt20160723010021,us20006h0d|mww|5.8|us,gcmt|NORTHWEST OF KURIL ISLANDS|47.4981|146.9212|408|5.8|mww|7.11e24
5184614|2016-06-05T16:25:33|-4.587|125.6264|429.62|us,gcmt|NEIC PDE|us|us2000626m,gcmt20160605162533|Mww|6.3|us|BANDA SEA|-4.587|125.6264|429.62|6.3|mww|3.55e25
5183964|2016-05-28T05:38:50|-21.9724|-178.2038|405.69|pt,us,gcmt,at|NEIC PDE|us|us20005yqp,gcmt20160528053851,pt16149050,at00o7vh0q|Mww|6.9|us|FIJI ISLANDS REGION|-21.9724|-178.2038|405.69|6.9|mww|2.97e26
5183873|2016-05-27T04:08:43|-20.8101|-178.6481|567.48|us,gcmt|NEIC PDE|us|gcmt20160527040844,us20005yd7|mww|6.4|us|FIJI ISLANDS REGION|-20.8101|-178.6481|567.48|6.4|mww|5.87e25
5182681|2016-05-13T12:57:27|-25.4822|179.3397|506.36|us|NEIC PDE|us|us10005h3z|Mww|5.6|us|SOUTH OF FIJI ISLANDS|-25.4822|179.3397|506.36|5.6|mww|3.99e24
5174891|2016-02-20T15:51:22|-21.9139|-179.359|579.39|us|NEIC PDE|us|us10004rdp|mb|5.8|us|FIJI ISLANDS REGION|-21.9559|-179.4072|582.65|5.8|mww|6.38e24
5174288|2016-02-14T18:09:26|30.3018|138.8501|412.8|us|NEIC PDE|us|us2000505t|mb|5.7|us|SOUTHEAST OF HONSHU, JAPAN|30.2966|138.8823|410|5.7|mww|5.34e24
5171122|2016-01-14T03:25:28|-19.7597|-63.3288|582.56|us,gcmt|NEIC PDE|us|gcmt20160114032528,us10004ebw|mww|6.1|us|SOUTHERN BOLIVIA|-19.7597|-63.3288|582.56|6.1|mww|2.03e25
5169900|2016-01-02T04:22:19|44.8069|129.9406|585.47|us|NEIC PDE|us|us10004atb|mww|5.8|us|NORTHEASTERN CHINA|44.8069|129.9406|585.47|5.8|mww|6.66e24
5167348|2015-12-06T17:09:29|-18.1602|-178.694|547.0|us|NEIC PDE|us|us100044gf|mww|5.6|us|FIJI ISLANDS REGION|-18.1602|-178.694|547|5.6|mww|2.86e24
5166386|2015-11-26T05:45:18|-9.1825|-71.2574|602.75|us|NEIC PDE|us|us100041f1|mww|6.7|us|PERU-BRAZIL BORDER REGION|-9.1825|-71.2574|602.75|6.7|mww|1.34e26
5166221|2015-11-24T22:50:54|-10.0598|-71.0184|620.56|us|NEIC PDE|us|us100040x6|mww|7.6|us|PERU-BRAZIL BORDER REGION|-10.0598|-71.0184|620.56|7.6|mww|3.7e27
5166216|2015-11-24T22:45:38|-10.5372|-70.9437|606.21|us|NEIC PDE|us|us100040ww|mww|7.6|us|PERU-BRAZIL BORDER REGION|-10.5372|-70.9437|606.21|7.6|mww|2.62e27
5166177|2015-11-24T13:21:35|18.7787|145.2659|586.88|us|NEIC PDE|us|us100040q8|mww|6.0|us|MARIANA ISLANDS|18.7787|145.2659|586.88|6|mww|1.15e25
5160144|2015-09-26T17:23:26|5.2649|123.7966|516.0|us|NEIC PDE|us|us20003pci|mwb|5.5|us|MINDANAO, PHILIPPINES|5.2649|123.7966|516|5.5|mwb|2.17e24
5157946|2015-09-07T08:46:09|-24.2427|179.1278|535.0|us|NEIC PDE|us|us20003h2i|mww|6.0|us|SOUTH OF FIJI ISLANDS|-24.2427|179.1278|535|6|mww|7.3e24
5152978|2015-07-17T18:49:53|-18.1443|-178.1832|540.4|ISC|ISC|ISC|611712799|MW|5.8|GCMT|FIJI ISLANDS REGION|-18.1214|-178.1887|536.1|5.8|mww|7.1e24
5150285|2015-07-02T07:04:32|-7.44|120.2902|424.4|ISC|ISC|ISC|607675120|MW|5.2|GCMT|FLORES SEA|nan|nan|nan|nan|nan|9.13e23
5149896|2015-06-23T12:18:30|27.6883|139.7885|472.3|ISC|ISC|ISC|611803311|MW|6.5|GCMT|BONIN ISLANDS, JAPAN REGION|27.7375|139.7254|460|6.5|mww|7.45e25
5149842|2015-06-21T21:28:16|-20.4655|-178.3692|570.9|ISC|ISC|ISC|611800945|MW|6.0|GCMT|FIJI ISLANDS REGION|-20.4307|-178.3276|562.61|6|mww|1.22e25
5149577|2015-06-16T06:17:00|-20.3973|-178.9194|656.1|ISC|ISC|ISC|611800923|MW|6.0|GCMT|FIJI ISLANDS REGION|-20.3944|-179.0024|656|5.9|mww|1.27e25
5148725|2015-05-30T11:23:02|27.8281|140.4939|685.5|ISC|ISC|ISC|607273371|MW|7.9|GCMT|BONIN ISLANDS, JAPAN REGION|27.8386|140.4931|664|7.8|mww|7.65e27
5113689|2015-05-13T10:48:05|-22.7862|179.1603|600.0|ISC|ISC|ISC|607235505|MW|5.4|GCMT|SOUTH OF FIJI ISLANDS|nan|nan|nan|nan|nan|1.54e24
5112137|2015-04-28T16:39:39|-20.8766|-178.5801|584.1|ISC|ISC|ISC|610587943|MW|6.1|GCMT|FIJI ISLANDS REGION|-20.8865|-178.6329|581|6.1|mww|1.67e25
5109197|2015-04-02T04:10:10|-17.8814|-178.5292|561.6|ISC|ISC|ISC|610587340|MW|5.9|GCMT|FIJI ISLANDS REGION|-17.8607|-178.5831|560|5.9|mww|9.41e24
5075423|2015-03-17T20:16:18|-17.7984|-178.5597|556.9|ISC|ISC|ISC|610586904|MW|5.6|GCMT|FIJI ISLANDS REGION|-17.8236|-178.5653|555.93|5.5|mww|2.95e24
5007016|2015-02-27T13:45:05|-7.358|122.4906|559.1|ISC|ISC|ISC|610586486|MW|7.0|GCMT|FLORES SEA|-7.2968|122.5348|552.06|7|mww|3.6e26
5003507|2015-01-28T02:43:19|-20.9998|-178.3597|485.7|ISC|ISC|ISC|610579343|MW|6.2|GCMT|FIJI ISLANDS REGION|-20.9665|-178.3032|484.12|6.2|mww|2.22e25
5003244|2015-01-25T10:41:14|29.2124|139.4683|426.8|ISC|ISC|ISC|606595996|MW|5.3|GCMT|SOUTHEAST OF HONSHU, JAPAN|nan|nan|nan|nan|nan|9.73e23
4894531|2015-01-17T18:41:43|-22.2363|-63.1292|560.7|ISC|ISC|ISC|610575600|MW|5.5|GCMT|SALTA PROVINCE, ARGENTINA|-22.237|-63.1461|557.17|5.6|mww|2.52e24
4820441|2015-01-08T08:51:50|-24.7773|179.9757|496.3|ISC|ISC|ISC|611131949|MW|5.2|GCMT|SOUTH OF FIJI ISLANDS|nan|nan|nan|nan|nan|9.49e23
4819551|2014-12-30T21:17:22|-20.295|-178.576|588.0|MOS|ISC|ISC|610574915|MW|6.0|GCMT|FIJI ISLANDS REGION|-20.3263|-178.5839|599.28|6|mww|1.33e25
4819294|2014-12-27T18:53:47|-17.9261|-179.49|621.8|NEIC|ISC|ISC|610574847|MW|5.5|GCMT|FIJI ISLANDS REGION|-17.9261|-179.49|621.76|5.5|mwb|2.08e24
4818879|2014-12-22T15:13:08|-18.0179|-178.044|589.0|NEIC|ISC|ISC|606414186|MW|5.3|GCMT|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|1.07e24
4818563|2014-12-19T04:08:10|-21.9348|-179.4764|581.3|NEIC|ISC|ISC|606393701|MW|5.2|GCMT|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|9.56e23
4816763|2014-12-02T05:11:31|6.1572|123.1261|614.0|NEIC|ISC|ISC|610574254|MW|6.6|GCMT|MINDANAO, PHILIPPINES|6.1572|123.1261|614|6.6|mww|9.34e25
4815072|2014-11-17T06:20:29|-21.5664|-179.201|614.5|ISC|ISC|ISC|606815429|MW|5.5|GCMT|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|2.04e24
4813335|2014-11-01T18:57:22|-19.8023|-177.8334|435.3|ISC|ISC|ISC|610573464|MW|7.1|GCMT|FIJI ISLANDS REGION|-19.6903|-177.7587|434|7.1|mww|5.74e26
4813171|2014-10-30T12:11:36|-6.9627|117.5156|549.2|ISC|ISC|ISC|610610219|MW|5.8|GCMT|BALI SEA|-6.9881|117.5894|535|5.7|mww|5.44e24
4810045|2014-10-01T02:41:01|52.1848|151.8548|557.7|ISC|ISC|ISC|605469249|MW|5.3|GCMT|SEA OF OKHOTSK|nan|nan|nan|nan|nan|1.07e24
4810015|2014-09-30T22:34:28|-17.8843|-178.485|588.2|ISC|ISC|ISC|610572791|MW|5.5|GCMT|FIJI ISLANDS REGION|-17.8303|-178.5952|572.19|5.5|mwb|1.94e24
4809042|2014-09-21T17:32:04|27.9979|139.5537|493.3|ISC|ISC|ISC|605477800|MW|5.5|GCMT|BONIN ISLANDS, JAPAN REGION|21.9401|139.597|491.15|5.5|mww|1.91e24
4808911|2014-09-20T07:15:46|-17.6518|-178.7292|547.0|ISC|ISC|ISC|605500981|MW|5.4|GCMT|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|1.44e24
4808702|2014-09-18T04:17:53|50.5717|150.1741|501.9|ISC|ISC|ISC|605303369|MW|5.6|GCMT|NORTHWEST OF KURIL ISLANDS|50.5415|150.1349|500|5.5|mwb|3.03e24
10426414|2014-09-12T19:55:58|-22.2634|-179.5259|582.4|ISC|ISC|ISC|605500947|MW|5.1|GCMT|SOUTH OF FIJI ISLANDS|nan|nan|nan|nan|nan|5.77e23
4766295|2014-08-11T21:00:15|-21.3504|-179.2357|609.4|NEIC|ISC|ISC|605193137|MW|5.2|GCMT|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|8.54e23
4765849|2014-08-07T18:57:00|-20.3549|-177.9075|546.6|NEIC|ISC|ISC|605138848|MW|5.4|GCMT|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|1.44e24
4725694|2014-07-23T00:27:00|-20.6054|-177.6052|462.9|NEIC|ISC|ISC|605065612|MW|5.3|GCMT|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|1.12e24
4725571|2014-07-21T14:54:41|-19.8015|-178.4001|615.4|NEIC|ISC|ISC|605136088|MW|6.9|GCMT|FIJI ISLANDS REGION|-19.8015|-178.4001|615.42|6.9|mww|2.95e26
4723542|2014-06-30T19:55:33|28.3906|138.8727|527.4|ISC|ISC|ISC|604772921|MW|6.2|GCMT|BONIN ISLANDS, JAPAN REGION|28.3404|138.8441|511|6.2|mww|2.75e25
4639694|2014-05-23T21:20:07|18.9695|145.1006|565.1|ISC|ISC|ISC|604682137|MW|5.7|GCMT|MARIANA ISLANDS|18.9494|145.0446|558.07|5.7|mww|5.21e24
4639111|2014-05-18T15:22:13|-18.2402|-178.2823|633.5|ISC|ISC|ISC|604682123|MW|5.3|GCMT|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|1.17e24
4601422|2014-05-09T17:47:01|-19.6559|-177.6823|436.5|ISC|ISC|ISC|604543547|MW|5.3|GCMT|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|9.71e23
4601405|2014-05-09T14:03:59|-18.4003|-178.1333|528.1|ISC|ISC|ISC|604637459|MW|5.4|GCMT|FIJI ISLANDS REGION|nan|nan|nan|nan|nan|1.69e24
4600909|2014-05-04T09:25:15|-25.9072|178.2219|627.3|ISC|ISC|ISC|604682031|MW|6.4|GCMT|SOUTH OF FIJI ISLANDS|-25.8072|178.2401|634.21|6.3|mww|4.65e25
