Data Set S1
event_ID                  yr   mon  day    hr    min   sec        m0      Mw  mb     lat     lon     depth   fc       stress_drop   rms         nstat
Event_2004_110_08_14_11  2004   4    19     8    14   11.40   2.9790e+24  5.6 5.5    3.573  -32.213   8.0   0.2155    6.7840e-01    1.6920e-01    5
Event_2004_113_10_11_12  2004   4    22    10    11   12.70   9.5600e+24  5.9 5.4  -17.584  167.876  29.6   0.2330    2.7520e+00    1.5620e-01    3
Event_2004_115_07_44_11  2004   4    24     7    44   11.30   5.0300e+24  5.7 5.8  -21.925 -174.659   8.0   0.2520    1.8320e+00    1.1090e-01   31
Event_2004_116_02_19_21  2004   4    25     2    19   21.70   5.9140e+24  5.8 5.4  -21.807  169.686   7.7   0.1800    7.8480e-01    1.3290e-01    3
Event_2004_117_06_57_55  2004   4    26     6    57   55.20   6.0120e+24  5.8 5.5  -21.093 -174.271  22.9   0.2640    2.5170e+00    7.0600e-02    8
Event_2004_118_23_28_18  2004   4    27    23    28   18.90   1.2150e+25  6.0 5.3  -17.775  167.871  22.0   0.2825    6.2330e+00    1.0430e-01    4
Event_2004_120_00_57_21  2004   4    29     0    57   21.10   2.3780e+25  6.2 5.6   10.726  -86.038  18.0   0.1165    8.5560e-01    5.8580e-02   86
Event_2004_124_04_36_50  2004   5     3     4    36   50.00   1.0440e+26  6.6 5.9  -37.743  -73.339  21.0   0.0440    2.0240e-01    9.0780e-02   91
Event_2004_124_19_33_16  2004   5     3    19    33   16.40   2.9060e+24  5.6 5.8  -18.027 -172.429  41.7   0.3320    2.4200e+00    7.2790e-02    4
Event_2004_128_01_26_42  2004   5     7     1    26   42.20   3.1910e+25  6.3 5.7  -21.928  170.295  14.0   0.0875    4.8640e-01    9.9300e-02   53
Event_2004_129_08_02_54  2004   5     8     8     2   54.20   2.4960e+24  5.5 5.7   22.111  121.590  28.9   0.4995    7.0780e+00    1.3180e-01   19
Event_2004_131_23_27_25  2004   5    10    23    27   25.50   2.3290e+24  5.5 5.4   37.507   96.619   8.0   0.3510    2.2920e+00    1.5260e-01   14
Event_2004_132_08_28_48  2004   5    11     8    28   48.30   1.5390e+25  6.1 5.6    0.398   97.778  21.0   0.1560    1.3290e+00    7.1400e-02   75
Event_2004_134_17_34_36  2004   5    13    17    34   36.30   4.9540e+24  5.7 5.8   11.770  144.340  25.8   1.9160    7.9280e+02    6.0040e-02   18
Event_2004_136_19_30_37  2004   5    15    19    30   37.50   2.1010e+24  5.5 4.9   14.298  -93.114  10.0   0.1390    1.2840e-01    1.3760e-01    5
Event_2004_137_11_01_14  2004   5    16    11     1   14.50   6.3230e+24  5.8 5.7    7.590  126.234  15.8   0.3975    9.0360e+00    1.4440e-01    3
Event_2004_140_07_04_11  2004   5    19     7     4   11.70   2.5700e+25  6.2 5.8   22.689  121.446  20.0   0.1530    2.0940e+00    5.3060e-02   79
Event_2004_145_19_10_10  2004   5    24    19    10   10.50   4.8530e+24  5.7 5.4  -32.457 -178.196  13.8   0.3330    4.0770e+00    6.9640e-02    4
Event_2004_149_12_38_44  2004   5    28    12    38   44.30   3.6530e+25  6.3 6.2   36.246   51.570  27.7   0.1535    3.0060e+00    6.7910e-02   96
Event_2004_150_03_47_10  2004   5    29     3    47   10.80   5.5970e+24  5.8 5.7   37.738  141.950  31.0   0.3695    6.4250e+00    5.6340e-02   54
Event_2004_151_21_11_25  2004   5    30    21    11   25.40   6.7730e+24  5.8 5.6  -31.079 -177.027  35.0   0.2650    2.8680e+00    9.4170e-02   24
Event_2004_153_20_47_30  2004   6     1    20    47   30.40   3.8290e+24  5.7 5.0   -9.043   67.207  18.6   0.4875    1.0090e+01    1.3890e-01    3
Event_2004_154_08_50_37  2004   6     2     8    50   37.10   1.6070e+25  6.1 5.9  -32.845 -179.192  36.0   0.2495    5.6790e+00    8.4350e-02   58
Event_2004_160_08_55_52  2004   6     8     8    55   52.70   5.8850e+24  5.8 5.2   17.503  -83.484  23.4   0.2775    2.8610e+00    8.8750e-02    7
Event_2004_161_22_52_08  2004   6     9    22    52    8.80   5.0880e+25  6.4 5.8  -51.655  139.634  19.0   0.2270    1.3540e+01    1.2600e-01   10
Event_2004_162_08_59_54  2004   6    10     8    59   54.20   8.2400e+24  5.9 5.4   11.520  -87.768  45.4   0.2170    1.9160e+00    1.2400e-01   57
Event_2004_166_20_06_13  2004   6    14    20     6   13.30   1.9280e+24  5.5 5.4  -22.148 -174.793  12.0   0.2000    3.5100e-01    1.1580e-01    6
Event_2004_166_22_54_21  2004   6    14    22    54   21.30   8.6560e+24  5.9 5.6   16.356  -97.922  18.0   0.1460    6.1300e-01    8.2030e-02   29
Event_2004_167_11_16_31  2004   6    15    11    16   31.50   9.3100e+24  5.9 5.7  -38.873  -73.284  38.0   0.2580    3.6380e+00    5.7720e-02   37
Event_2004_172_01_37_35  2004   6    20     1    37   35.60   6.1230e+24  5.8 5.3    5.354  -82.563  10.9   0.2695    2.7270e+00    8.7380e-02   43
Event_2004_180_09_49_47  2004   6    28     9    49   47.00   1.8890e+26  6.8 5.9   54.807 -134.546  16.0   0.0760    1.8870e+00    6.5770e-02   95
Event_2004_181_07_01_30  2004   6    29     7     1   30.90   3.3280e+25  6.3 5.8   10.682  -87.115   9.0   0.1575    2.9590e+00    1.5560e-01  128
Event_2004_190_19_54_33  2004   7     8    19    54   33.80   8.5200e+24  5.9 5.4  -25.014 -115.954  10.9   0.2420    2.7470e+00    1.3620e-01    3
Event_2004_192_00_20_57  2004   7    10     0    20   57.10   2.9420e+24  5.6 5.3   -8.825   94.710  16.8   0.4315    5.3780e+00    9.5650e-02   11
Event_2004_193_23_08_44  2004   7    11    23     8   44.20   2.3590e+25  6.2 5.7   30.674   83.646  13.0   0.1070    6.5760e-01    9.3120e-02   82
Event_2004_193_23_46_12  2004   7    11    23    46   12.60   1.7240e+25  6.1 6.1  -20.235 -126.912  12.0   0.1645    1.7460e+00    8.4610e-02   20
Event_2004_197_12_06_52  2004   7    15    12     6   52.40   4.7840e+24  5.7 5.5   49.554 -127.063  17.5   0.2980    2.8810e+00    8.5740e-02   12
Event_2004_199_06_10_18  2004   7    17     6    10   18.10   2.7500e+24  5.6 5.4   34.773  140.282  53.5   1.5120    2.1630e+02    7.9930e-02    6
Event_2004_201_08_01_49  2004   7    19     8     1   49.50   3.9870e+25  6.3 5.9   49.527 -127.098  16.0   0.2035    7.6450e+00    5.8510e-02   82
Event_2004_202_03_40_24  2004   7    20     3    40   24.10   5.5860e+24  5.8 5.5  -20.396  169.452  38.8   0.2135    1.2370e+00    7.4550e-02    7
Event_2004_204_09_45_14  2004   7    22     9    45   14.90   1.3830e+25  6.0 6.1   26.517  128.890  24.0   0.3575    1.4380e+01    1.4820e-01  118
Event_2004_210_03_56_28  2004   7    28     3    56   28.60   6.3360e+25  6.5 6.0   -0.507  133.081  13.0   0.1045    1.6450e+00    1.1100e-01   53
Event_2004_211_01_44_06  2004   7    29     1    44    6.90   5.8330e+24  5.8 5.7   12.405   94.943  20.0   0.4215    9.9390e+00    6.9730e-02   55
Event_2004_215_02_36_54  2004   8     2     2    36   54.90   2.2520e+24  5.5 5.5   -5.482  102.575  42.7   0.5555    8.7840e+00    1.0150e-01    3
Event_2004_217_03_01_07  2004   8     4     3     1    7.60   2.4090e+24  5.5 5.1   36.889   27.745  35.8   0.3420    2.1930e+00    1.3180e-01    3
Event_2004_217_21_15_15  2004   8     4    21    15   15.60   3.1530e+24  5.6 5.3   52.265  159.549  32.2   0.4510    6.5810e+00    1.5480e-01    6
Event_2004_219_14_35_27  2004   8     6    14    35   27.00   2.7250e+24  5.6 5.7   12.423   94.955  19.3   0.4925    7.4070e+00    9.6340e-02    8
Event_2004_220_09_30_16  2004   8     7     9    30   16.90   9.2600e+24  5.9 6.3   51.632 -166.306   8.0   0.3770    1.1290e+01    9.0440e-02  186
Event_2004_220_14_18_35  2004   8     7    14    18   35.20   2.6830e+24  5.6 5.8   -6.247   95.623  27.0   0.8660    3.9650e+01    9.1020e-02   13
Event_2004_240_00_43_54  2004   8    27     0    43   54.50   6.9370e+24  5.8 5.8  -27.459  -70.922  30.0   0.3560    7.1210e+00    7.6580e-02   58
Event_2004_243_12_23_21  2004   8    30    12    23   21.60   4.1100e+24  5.7 5.7   49.550  157.274  18.0   0.6425    2.4800e+01    9.9710e-02   54
Event_2004_245_02_49_28  2004   9     1     2    49   28.60   4.1770e+24  5.7 5.3   36.958  141.633  37.4   0.2340    1.2180e+00    1.7350e-01   11
Event_2004_249_10_07_07  2004   9     5    10     7    7.80   7.7600e+26  7.2 6.7   33.084  136.702  15.0   0.0745    7.3010e+00    1.2710e-01  291
Event_2004_249_14_57_18  2004   9     5    14    57   18.60   1.4520e+27  7.4 6.2   33.208  137.092  14.0   0.0790    1.6290e+01    8.3560e-02  213
Event_2004_250_12_42_59  2004   9     6    12    42   59.40   1.6680e+26  6.7 6.0  -55.327  -29.085  45.2   0.1270    7.7740e+00    9.2140e-02   21
Event_2004_250_23_29_35  2004   9     6    23    29   35.10   9.7600e+25  6.6 6.4   33.225  137.294  13.0   0.1755    1.2000e+01    7.5870e-02  196
Event_2004_251_11_53_06  2004   9     7    11    53    6.10   1.6780e+25  6.1 6.1  -28.561  -65.842  13.0   0.1070    4.6770e-01    1.0440e-01  161
Event_2004_251_18_36_20  2004   9     7    18    36   20.30   3.2420e+24  5.6 5.4   33.264  137.161  25.0   0.2875    1.7530e+00    1.2470e-01   17
Event_2004_252_11_00_18  2004   9     8    11     0   18.50   7.7680e+24  5.9 5.6  -15.181 -173.339   9.0   0.1865    1.1470e+00    1.1490e-01   41
Event_2004_252_14_58_25  2004   9     8    14    58   25.80   1.8470e+25  6.1 6.2   33.191  137.236   7.0   0.2090    3.8370e+00    1.4740e-01   69
Event_2004_253_16_33_21  2004   9     9    16    33   21.70   1.0260e+25  5.9 5.8   17.791  -81.534  18.0   0.1850    1.4780e+00    1.0290e-01   90
Event_2004_254_02_05_57  2004   9    10     2     5   57.80   2.5680e+24  5.5 5.3   33.100  136.557  15.0   0.3740    3.0570e+00    8.4390e-02    6
Event_2004_257_03_00_12  2004   9    13     3     0   12.90   8.1900e+24  5.9 6.0   44.021  151.413   8.0   0.2640    3.4290e+00    6.3030e-02  134
Event_2004_261_11_25_48  2004   9    17    11    25   48.20   4.0530e+24  5.7 5.5   15.761   95.746   7.2   0.3010    2.5150e+00    1.1340e-01   13
Event_2004_262_07_07_48  2004   9    18     7     7   48.40   2.9360e+24  5.6 5.7   23.119  -67.594   5.0   0.5050    8.6040e+00    9.5290e-02    5
Event_2004_263_20_26_04  2004   9    19    20    26    4.10   2.5870e+25  6.2 5.6   52.232  174.078  25.0   0.1855    3.7570e+00    1.1450e-01   81
Event_2004_275_09_40_26  2004  10     1     9    40   26.70   3.2380e+24  5.6 5.5    3.599  128.355  59.3   0.3240    2.5060e+00    1.0290e-01   15
Event_2004_281_21_46_20  2004  10     7    21    46   20.30   3.1980e+24  5.6 5.6   37.148   54.428  30.0   0.4360    6.0310e+00    9.0440e-02    5
Event_2004_282_08_27_53  2004  10     8     8    27   53.50   1.6140e+26  6.7 6.1  -10.930  162.209  36.0   0.1110    5.0230e+00    9.0510e-02  137
Event_2004_283_15_44_24  2004  10     9    15    44   24.40   5.2610e+24  5.7 5.5  -15.248 -173.201  17.6   0.2270    1.4000e+00    8.1080e-02    7
Event_2004_283_21_26_53  2004  10     9    21    26   53.70   3.0150e+26  6.9 6.0   11.406  -86.708  35.0   0.0430    5.4540e-01    9.4860e-02  145
Event_2004_285_06_37_13  2004  10    11     6    37   13.30   5.5790e+24  5.8 5.5    5.357  126.365  64.9   0.6820    4.0270e+01    1.6640e-01    6
Event_2004_285_18_14_19  2004  10    11    18    14   19.50   6.7950e+24  5.8 5.2  -17.233  167.869  30.4   0.2305    1.8930e+00    1.0440e-01    8
Event_2004_290_18_54_43  2004  10    16    18    54   43.60   5.4990e+24  5.8 5.5   36.261  141.342  41.0   0.2380    1.6870e+00    1.1500e-01   24
Event_2004_297_08_56_00  2004  10    23     8    56    0.90   8.6400e+25  6.6 6.4   37.266  138.792  16.0   0.1235    3.7030e+00    6.5940e-02  227
Event_2004_298_21_04_57  2004  10    24    21     4   57.10   3.4390e+24  5.6 6.0   37.353  138.782  12.0   0.4410    6.7110e+00    1.0040e-01   27
Event_2004_300_02_11_33  2004  10    26     2    11   33.40   3.3050e+24  5.6 6.0   30.976   81.071   5.1   0.5455    1.2210e+01    1.9490e-01   29
Event_2004_300_20_48_10  2004  10    26    20    48   10.60   3.4030e+24  5.6 5.4  -57.099  -24.756  15.4   0.2980    2.0490e+00    1.5870e-01    4
Event_2004_301_01_40_50  2004  10    27     1    40   50.30   8.5800e+24  5.9 5.7   37.317  138.935  12.0   0.1905    1.3500e+00    9.0270e-02   18
Event_2004_304_13_26_50  2004  10    30    13    26   50.10   3.4670e+24  5.6 5.7  -15.537  168.157  13.0   0.3910    4.7160e+00    1.4240e-01    5
Event_2004_307_08_45_56  2004  11     2     8    45   56.30   3.0570e+24  5.6 5.6   28.679  143.263  15.7   0.5135    9.4180e+00    1.6120e-01    5
Event_2004_313_15_07_24  2004  11     8    15     7   24.50   2.7260e+24  5.6 5.5   33.768  138.402   9.2   0.3920    3.7360e+00    1.5250e-01    4
Event_2004_313_15_55_01  2004  11     8    15    55    1.10   3.2020e+25  6.3 5.9   24.079  122.536  30.8   0.1420    2.0860e+00    1.2990e-01   39
Event_2004_316_02_16_45  2004  11    11     2    16   45.30   3.5910e+24  5.6 5.7   24.400  122.200  36.0   0.4545    7.6710e+00    1.1760e-01    8
Event_2004_316_10_02_47  2004  11    11    10     2   47.30   1.5940e+25  6.1 5.9   42.163  144.331  34.0   0.2310    4.4710e+00    7.6560e-02   79
Event_2004_320_09_06_56  2004  11    15     9     6   56.60   7.5750e+26  7.2 6.6    4.720  -77.472  15.0   0.0360    8.0420e-01    1.6490e-01  231
Event_2004_325_08_07_22  2004  11    20     8     7   22.10   4.6090e+25  6.4 6.2    9.586  -84.133  16.0   0.1610    4.3770e+00    9.7620e-02   64
Event_2004_325_22_01_45  2004  11    20    22     1   45.70   3.3810e+25  6.3 5.6   13.380  -90.142  41.0   0.1470    2.4440e+00    6.7020e-02   58
Event_2004_326_11_41_07  2004  11    21    11    41    7.80   3.4410e+25  6.3 6.3   15.674  -61.716  14.0   0.2015    6.4060e+00    9.9440e-02   99
Event_2004_327_20_26_23  2004  11    22    20    26   23.90   5.5690e+26  7.1 6.4  -46.708  164.828  24.0   0.0215    1.2590e-01    1.9930e-01    6
Event_2004_331_02_25_03  2004  11    26     2    25    3.30   5.4830e+26  7.1 6.2   -3.612  135.428  24.0   0.0950    1.0700e+01    1.5510e-01   26
Event_2004_332_09_48_59  2004  11    27     9    48   59.20   6.6220e+24  5.8 5.3   -3.674  135.442  20.0   0.4280    1.1810e+01    1.7550e-01    3
Event_2004_333_07_36_45  2004  11    28     7    36   45.40   2.0690e+25  6.1 6.0   -3.680  135.464  21.0   0.4030    3.0810e+01    1.3550e-01   14
Event_2004_333_18_32_14  2004  11    28    18    32   14.10   3.6520e+26  7.0 6.4   43.024  145.152  39.0   0.0760    3.6480e+00    5.9110e-02  195
Event_2004_341_14_15_11  2004  12     6    14    15   11.90   1.6000e+26  6.7 6.5   42.890  145.230  35.0   0.1085    4.6500e+00    5.8600e-02  248
Event_2004_349_05_56_10  2004  12    14     5    56   10.00   4.8900e+24  5.7 5.8   44.139  141.793   6.0   0.3885    6.5240e+00    1.1710e-01   21
Event_2004_353_06_46_19  2004  12    18     6    46   19.90   2.1140e+25  6.2 5.5   48.837  156.286  11.0   0.1070    5.8930e-01    9.7630e-02   50
Event_2004_356_15_34_28  2004  12    21    15    34   28.10   3.2910e+24  5.6 5.7   42.954  145.454  39.2   0.7090    2.6690e+01    1.1070e-01   10
Event_2004_358_14_59_04  2004  12    23    14    59    4.40   1.6320e+28  8.1 6.5  -49.336  161.425   3.5   0.0305    1.0540e+01    1.7000e-01   39
Event_2004_361_13_56_40  2004  12    26    13    56   40.20   8.6200e+24  5.9 5.5    2.765   94.429  18.2   0.0565    3.5380e-02    1.4590e-01    3
Event_2004_362_00_32_16  2004  12    27     0    32   16.50   4.8430e+24  5.7 6.0    5.496   94.435  33.0   1.4180    3.1420e+02    1.0880e-01    4
Event_2004_362_07_47_35  2004  12    27     7    47   35.40   2.0390e+24  5.5 5.3    2.674   94.497  26.6   0.2055    4.0260e-01    1.1170e-01    4
Event_2004_362_09_39_06  2004  12    27     9    39    6.80   1.3070e+25  6.0 6.2    5.308   94.600  35.0   0.3665    1.4640e+01    8.2510e-02   26
Event_2004_362_14_46_46  2004  12    27    14    46   46.50   2.6810e+24  5.6 5.8   12.349   92.469  19.0   0.5910    1.2590e+01    8.9270e-02    4
Event_2004_362_20_10_51  2004  12    27    20    10   51.30   4.8820e+24  5.7 5.7    2.892   95.546   9.0   0.2980    2.9400e+00    1.1800e-01    6
Event_2004_363_11_17_43  2004  12    28    11    17   43.90   4.5960e+24  5.7 5.8    4.683   95.150  36.0   0.8825    7.1880e+01    9.8140e-02    3
Event_2004_364_01_39_41  2004  12    29     1    39   41.20   7.6830e+24  5.9 5.5    8.337   93.165  34.0   0.4465    1.5560e+01    7.3870e-02   12
Event_2004_364_01_50_52  2004  12    29     1    50   52.60   1.3030e+25  6.0 6.0    9.058   93.742   8.0   0.2320    3.7020e+00    1.0350e-01    8
Event_2004_364_13_20_29  2004  12    29    13    20   29.30   3.6230e+24  5.6 5.5   28.973  130.449  35.0   0.2315    1.0230e+00    1.3330e-01    5
Event_2004_366_12_04_57  2004  12    31    12     4   57.50   1.1310e+25  6.0 5.5    6.209   92.894  11.0   0.1295    5.5890e-01    9.0190e-02   25
Event_2004_366_17_48_05  2004  12    31    17    48    5.70   9.4400e+24  5.9 5.4    4.749   95.110  50.0   0.8395    1.2710e+02    8.7980e-02    7
Event_2005_001_01_55_28  2005   1     1     1    55   28.50   4.3340e+24  5.7 5.3    2.884   95.574  25.4   0.2675    1.8880e+00    1.2590e-01    8
Event_2005_002_08_27_41  2005   1     2     8    27   41.90   5.5820e+24  5.8 5.6    3.200   95.404   8.0   0.2125    1.2190e+00    1.2880e-01   29
Event_2005_004_09_13_12  2005   1     4     9    13   12.20   1.0040e+25  5.9 6.0   10.665   92.357  20.0   0.2750    4.7510e+00    1.0110e-01   17
Event_2005_004_19_14_49  2005   1     4    19    14   49.10   3.4620e+24  5.6 5.6   10.527   91.717  12.0   0.3405    3.1100e+00    1.4900e-01   11
Event_2005_005_14_54_04  2005   1     5    14    54    4.80   8.7480e+24  5.9 5.7    5.483   94.350  31.0   0.4320    1.6050e+01    1.0700e-01   15
Event_2005_016_08_25_04  2005   1    16     8    25    4.50   1.8210e+25  6.1 6.0  -25.580 -176.187  14.5   0.1310    9.3150e-01    6.3370e-02   65
Event_2005_016_20_17_52  2005   1    16    20    17   52.80   9.5800e+25  6.6 6.3   10.955  140.961  28.0   0.1475    6.9950e+00    1.1130e-01  138
Event_2005_017_10_50_32  2005   1    17    10    50   32.60   1.5050e+25  6.1 5.9   10.973  140.824  20.7   0.2540    5.6120e+00    8.7490e-02   61
Event_2005_018_14_09_06  2005   1    18    14     9    6.20   2.3820e+25  6.2 6.3   42.942  144.882  47.0   0.2310    6.6810e+00    8.2780e-02  119
Event_2005_021_17_58_56  2005   1    21    17    58   56.40   4.0170e+24  5.7 5.3   33.992  141.464  14.0   0.2280    1.0830e+00    9.2930e-02    6
Event_2005_022_20_30_17  2005   1    22    20    30   17.40   4.2600e+25  6.4 6.2   -7.751  159.586  17.5   0.0970    8.8470e-01    1.1990e-01  129
Event_2005_023_20_10_17  2005   1    23    20    10   17.20   2.8020e+25  6.2 5.9   -1.288  119.847  44.1   0.1675    2.9960e+00    1.7520e-01   26
Event_2005_024_04_16_47  2005   1    24     4    16   47.40   2.8020e+25  6.2 6.1    7.314   92.466  19.0   0.3245    2.1790e+01    7.0940e-02   58
Event_2005_024_23_23_26  2005   1    24    23    23   26.10   1.7610e+25  6.1 5.5   -1.366  -80.851  14.7   0.1770    2.2220e+00    7.7290e-02   23
Event_2005_026_22_00_42  2005   1    26    22     0   42.60   8.1360e+24  5.9 5.6    2.659   94.561   9.0   0.1120    2.6010e-01    1.6970e-01   26
Event_2005_028_15_46_45  2005   1    28    15    46   45.30   9.3100e+24  5.9 5.4   -1.045  -81.154  14.1   0.1255    4.1870e-01    1.6210e-01    7
Event_2005_031_01_05_33  2005   1    31     1     5   33.60   4.6400e+24  5.7 5.1   37.505   20.193  27.8   0.2570    1.7920e+00    6.7870e-02   13
Event_2005_036_17_35_46  2005   2     5    17    35   46.90   8.8050e+24  5.9 5.5    8.095   94.166  10.0   0.2995    5.3820e+00    1.0480e-01    6
Event_2005_038_20_02_17  2005   2     7    20     2   17.70   1.5930e+25  6.1 5.7   -4.524  153.242  22.3   0.2550    6.0100e+00    1.0900e-01   30
Event_2005_040_13_27_25  2005   2     9    13    27   25.30   1.0840e+25  6.0 5.7    4.737   95.076  44.0   0.3555    1.1080e+01    8.9970e-02   40
Event_2005_045_17_06_52  2005   2    14    17     6   52.60   5.4750e+24  5.8 6.0   -0.162   98.650  42.0   0.6495    3.4130e+01    8.3050e-02   24
Event_2005_045_18_05_59  2005   2    14    18     5   59.30   6.9760e+24  5.8 5.6   15.755  -61.754  14.1   0.2400    2.1940e+00    1.7420e-01   13
Event_2005_045_23_38_08  2005   2    14    23    38    8.70   1.6810e+25  6.1 6.1   41.682   79.363  23.4   0.3210    1.2650e+01    9.2340e-02   28
Event_2005_048_05_31_28  2005   2    17     5    31   28.10   3.7160e+24  5.6 5.9    4.684   95.129  43.0   1.4760    2.7190e+02    6.7350e-02   10
Event_2005_050_00_04_43  2005   2    19     0     4   43.60   5.6370e+25  6.4 6.3   -5.611  122.107  14.0   0.1255    2.5350e+00    1.5980e-01   62
Event_2005_053_02_25_22  2005   2    22     2    25   22.80   5.1970e+25  6.4 6.0   30.710   56.772   7.0   0.1980    9.1790e+00    8.4060e-02   61
Event_2005_053_17_12_00  2005   2    22    17    12    0.60   2.1270e+24  5.5 5.6   10.791   91.742  11.0   0.3310    1.7550e+00    1.7520e-01   19
Event_2005_054_11_33_52  2005   2    23    11    33   52.90   1.1180e+25  6.0 5.8   -6.253  150.717   7.7   0.1190    4.2870e-01    1.1160e-01   18
Event_2005_055_07_35_50  2005   2    24     7    35   50.50   2.9500e+24  5.6 5.6    2.925   95.634  23.0   0.3820    3.7420e+00    9.5160e-02   12
Event_2005_057_12_56_52  2005   2    26    12    56   52.60   1.4410e+26  6.7 6.0    2.883   95.542  30.0   0.0955    2.8560e+00    1.0490e-01   85
Event_2005_064_19_06_51  2005   3     5    19     6   51.50   5.2770e+24  5.7 5.7   24.677  121.906  10.6   0.3210    3.9710e+00    8.6030e-02   11
Event_2005_065_04_39_59  2005   3     6     4    39   59.40   1.3560e+25  6.0 5.6  -11.040  163.097  18.4   0.2240    3.4680e+00    1.0150e-01    4
Event_2005_065_05_21_43  2005   3     6     5    21   43.40   3.0260e+25  6.3 6.1   84.911   99.602  19.2   0.1525    2.4420e+00    1.5880e-01   47
Event_2005_074_00_15_21  2005   3    15     0    15   21.10   6.4330e+24  5.8 5.4   11.131  -86.157  61.9   0.1905    1.0120e+00    7.9870e-02   12
Event_2005_078_15_02_42  2005   3    19    15     2   42.70   1.6010e+25  6.1 5.9  -20.497 -174.195  26.4   0.1635    1.5920e+00    9.5160e-02   74
Event_2005_079_01_53_41  2005   3    20     1    53   41.80   9.2000e+25  6.6 5.9   33.804  130.264   8.5   0.1950    1.5520e+01    4.8180e-02   95
Event_2005_082_13_59_17  2005   3    23    13    59   17.00   5.9830e+24  5.8 5.6  -55.413   -1.621  34.8   0.2435    1.9650e+00    1.8740e-01    4
Event_2005_088_05_16_29  2005   3    29     5    16   29.90   8.2360e+24  5.9 5.8    2.657   96.568  28.0   0.2470    2.8240e+00    9.3690e-02    8
Event_2005_089_01_13_15  2005   3    30     1    13   15.80   2.4250e+24  5.5 5.5    1.755   97.070  20.0   0.3600    2.5740e+00    7.9030e-02   14
Event_2005_089_16_19_41  2005   3    30    16    19   41.10   2.9200e+25  6.2 5.9    2.961   95.419  22.0   0.1190    1.1200e+00    3.8820e-02   91
Event_2005_090_01_39_06  2005   3    31     1    39    6.10   1.0250e+25  5.9 5.3  -18.517  176.055   7.5   0.1135    3.4100e-01    1.9850e-01    3
Event_2005_090_07_23_53  2005   3    31     7    23   53.80   6.0920e+24  5.8 5.7    1.716   97.084  22.0   0.3005    3.7610e+00    9.7200e-02   40
Event_2005_091_20_32_37  2005   4     1    20    32   37.40   2.6950e+24  5.6 5.6    0.320   98.124  27.2   1.4705    1.9500e+02    1.6520e-01    4
Event_2005_093_00_59_21  2005   4     3     0    59   21.40   1.3930e+25  6.0 5.9    0.377   98.298  30.0   0.2505    4.9820e+00    7.2990e-02   41
Event_2005_093_03_10_56  2005   4     3     3    10   56.50   2.9450e+25  6.2 6.0    2.000   97.906  36.0   0.2215    7.2820e+00    1.2160e-01   87
Event_2005_094_04_33_46  2005   4     4     4    33   46.60   2.9590e+24  5.6 5.5    1.608   97.879  49.9   0.6950    2.2600e+01    1.0420e-01   10
Event_2005_097_20_04_41  2005   4     7    20     4   41.10   3.3500e+25  6.3 6.0   30.443   83.614   7.9   0.1270    1.5610e+00    9.6520e-02   60
Event_2005_098_11_38_17  2005   4     8    11    38   17.50   6.8760e+24  5.8 5.3  -23.186  169.282  11.8   0.1240    2.9830e-01    1.4430e-01    4
Event_2005_099_15_16_27  2005   4     9    15    16   27.90   6.4930e+24  5.8 5.8   56.124 -154.528   5.0   0.2640    2.7180e+00    1.0380e-01   39
Event_2005_100_10_29_11  2005   4    10    10    29   11.30   1.3290e+26  6.7 6.4   -1.655   99.565  19.0   0.1515    1.0520e+01    1.1100e-01   95
Event_2005_100_17_24_39  2005   4    10    17    24   39.40   1.9290e+25  6.1 5.9   -1.606   99.686  32.6   0.3380    1.6950e+01    1.1440e-01   44
Event_2005_100_22_22_15  2005   4    10    22    22   15.70   9.8800e+24  5.9 6.1   35.607  140.406  48.0   0.4865    2.5890e+01    5.3140e-02   57
Event_2005_101_06_11_11  2005   4    11     6    11   11.80   1.3710e+25  6.0 5.9    2.137   96.743  24.0   0.2035    2.6290e+00    8.2490e-02   54
Event_2005_104_11_29_52  2005   4    14    11    29   52.50   4.9840e+24  5.7 5.8   -1.897   99.915  29.0   0.5200    1.5950e+01    7.5660e-02   36
Event_2005_106_16_38_03  2005   4    16    16    38    3.90   4.2600e+25  6.4 6.0    1.842   97.631  31.0   0.1330    2.2800e+00    7.2000e-02   86
Event_2005_107_21_23_50  2005   4    17    21    23   50.80   1.5920e+24  5.4 5.8   -1.633   99.613  20.5   0.7130    1.3130e+01    1.1650e-01    8
Event_2005_111_09_26_00  2005   4    21     9    26    0.40   9.4800e+24  5.9 5.3   51.283 -178.414  41.8   0.3000    5.8240e+00    1.1590e-01   10
Event_2005_115_20_18_20  2005   4    25    20    18   20.60   8.4700e+23  5.2 5.4    0.348   97.230  27.5   0.3375    7.4090e-01    7.0820e-02   13
Event_2005_118_14_07_33  2005   4    28    14     7   33.70   2.5200e+25  6.2 5.9    2.127   96.786  22.0   0.1575    2.2400e+00    1.0170e-01   88
Event_2005_123_19_11_39  2005   5     3    19    11   39.80   7.7720e+24  5.9 5.6  -14.892  -74.653  28.7   0.2415    2.4910e+00    7.5440e-02   52
Event_2005_124_04_38_06  2005   5     4     4    38    6.60   1.3450e+24  5.4 5.7   11.710  143.838  20.5   0.9965    3.0290e+01    1.1940e-01    3
